date,Region,Municipality,cases,deaths
07/04/2020,Northern,Savnik,0,0
07/04/2020,Northern,Zabljak,0,0
08/04/2020,Central,Podgorica,5,0
08/04/2020,Central,Cetinje,0,0
08/04/2020,Central,Danilovgrad,0,0
08/04/2020,Central,Niksic,1,0
08/04/2020,Central,Tuzi,1,0
08/04/2020,Costal,Bar,1,0
08/04/2020,Costal,Budva,0,0
08/04/2020,Costal,Herceg Novi,0,0
08/04/2020,Costal,Kotor,0,0
08/04/2020,Costal,Tivat,0,0
08/04/2020,Costal,Ulcinj,0,0
08/04/2020,Northern,Andrijevica,0,0
08/04/2020,Northern,Berane,0,0
08/04/2020,Northern,Bijelo Polje,0,0
08/04/2020,Northern,Gusinje,0,0
08/04/2020,Northern,Kolasin,0,0
08/04/2020,Northern,Mojkovac,0,0
08/04/2020,Northern,Petnjica,0,0
08/04/2020,Northern,Plav,0,0
08/04/2020,Northern,Pluzine,0,0
08/04/2020,Northern,Pljevlja,0,0
08/04/2020,Northern,Rozaje,0,0
08/04/2020,Northern,Savnik,0,0
08/04/2020,Northern,Zabljak,0,0
09/04/2020,Central,Podgorica,3,0
09/04/2020,Central,Cetinje,0,0
09/04/2020,Central,Danilovgrad,0,0
09/04/2020,Central,Niksic,0,0
09/04/2020,Central,Tuzi,0,0
09/04/2020,Costal,Bar,0,0
09/04/2020,Costal,Budva,0,0
09/04/2020,Costal,Herceg Novi,0,0
09/04/2020,Costal,Kotor,0,0
09/04/2020,Costal,Tivat,0,0
09/04/2020,Costal,Ulcinj,0,0
09/04/2020,Northern,Andrijevica,0,0
09/04/2020,Northern,Berane,0,0
09/04/2020,Northern,Bijelo Polje,0,0
09/04/2020,Northern,Gusinje,0,0
09/04/2020,Northern,Kolasin,0,0
09/04/2020,Northern,Mojkovac,0,0
09/04/2020,Northern,Petnjica,0,0
09/04/2020,Northern,Plav,0,0
09/04/2020,Northern,Pluzine,0,0
09/04/2020,Northern,Pljevlja,0,0
09/04/2020,Northern,Rozaje,0,0
09/04/2020,Northern,Savnik,0,0
09/04/2020,Northern,Zabljak,0,0
10/04/2020,Central,Podgorica,5,0
10/04/2020,Central,Cetinje,0,0
10/04/2020,Central,Danilovgrad,0,0
10/04/2020,Central,Niksic,0,0
10/04/2020,Central,Tuzi,0,0
10/04/2020,Costal,Bar,0,0
10/04/2020,Costal,Budva,0,0
10/04/2020,Costal,Herceg Novi,0,0
10/04/2020,Costal,Kotor,0,0
10/04/2020,Costal,Tivat,0,0
10/04/2020,Costal,Ulcinj,0,0
10/04/2020,Northern,Andrijevica,0,0
10/04/2020,Northern,Berane,0,0
10/04/2020,Northern,Bijelo Polje,0,0
10/04/2020,Northern,Gusinje,0,0
10/04/2020,Northern,Kolasin,0,0
10/04/2020,Northern,Mojkovac,0,0
10/04/2020,Northern,Petnjica,0,0
10/04/2020,Northern,Plav,0,0
10/04/2020,Northern,Pluzine,0,0
10/04/2020,Northern,Pljevlja,0,0
10/04/2020,Northern,Rozaje,0,0
10/04/2020,Northern,Savnik,0,0
10/04/2020,Northern,Zabljak,0,0
11/04/2020,Central,Podgorica,5,0
11/04/2020,Central,Cetinje,0,0
11/04/2020,Central,Danilovgrad,0,0
11/04/2020,Central,Niksic,0,0
11/04/2020,Central,Tuzi,0,0
11/04/2020,Costal,Bar,0,0
11/04/2020,Costal,Budva,0,0
11/04/2020,Costal,Herceg Novi,0,0
11/04/2020,Costal,Kotor,0,0
11/04/2020,Costal,Tivat,0,0
11/04/2020,Costal,Ulcinj,1,0
11/04/2020,Northern,Andrijevica,0,0
11/04/2020,Northern,Berane,0,0
11/04/2020,Northern,Bijelo Polje,0,0
11/04/2020,Northern,Gusinje,0,0
11/04/2020,Northern,Kolasin,0,0
11/04/2020,Northern,Mojkovac,0,0
11/04/2020,Northern,Petnjica,0,0
11/04/2020,Northern,Plav,0,0
11/04/2020,Northern,Pluzine,0,0
11/04/2020,Northern,Pljevlja,0,0
11/04/2020,Northern,Rozaje,0,0
11/04/2020,Northern,Savnik,0,0
11/04/2020,Northern,Zabljak,0,0
12/04/2020,Central,Podgorica,8,0
12/04/2020,Central,Cetinje,0,0
12/04/2020,Central,Danilovgrad,0,0
12/04/2020,Central,Niksic,0,0
12/04/2020,Central,Tuzi,0,0
12/04/2020,Costal,Bar,0,0
12/04/2020,Costal,Budva,0,0
12/04/2020,Costal,Herceg Novi,0,0
12/04/2020,Costal,Kotor,0,0
12/04/2020,Costal,Tivat,1,0
12/04/2020,Costal,Ulcinj,0,0
12/04/2020,Northern,Andrijevica,0,0
12/04/2020,Northern,Berane,0,0
12/04/2020,Northern,Bijelo Polje,0,0
12/04/2020,Northern,Gusinje,0,0
12/04/2020,Northern,Kolasin,0,0
12/04/2020,Northern,Mojkovac,0,0
12/04/2020,Northern,Petnjica,0,0
12/04/2020,Northern,Plav,0,0
12/04/2020,Northern,Pluzine,0,0
12/04/2020,Northern,Pljevlja,0,0
12/04/2020,Northern,Rozaje,0,0
12/04/2020,Northern,Savnik,0,0
12/04/2020,Northern,Zabljak,0,0
13/04/2020,Central,Podgorica,2,0
13/04/2020,Central,Cetinje,0,0
13/04/2020,Central,Danilovgrad,0,0
13/04/2020,Central,Niksic,0,0
13/04/2020,Central,Tuzi,0,0
13/04/2020,Costal,Bar,0,0
13/04/2020,Costal,Budva,0,0
13/04/2020,Costal,Herceg Novi,0,0
13/04/2020,Costal,Kotor,0,0
13/04/2020,Costal,Tivat,0,0
13/04/2020,Costal,Ulcinj,0,0
13/04/2020,Northern,Andrijevica,0,0
13/04/2020,Northern,Berane,0,0
13/04/2020,Northern,Bijelo Polje,0,0
13/04/2020,Northern,Gusinje,0,0
13/04/2020,Northern,Kolasin,0,0
13/04/2020,Northern,Mojkovac,0,0
13/04/2020,Northern,Petnjica,0,0
13/04/2020,Northern,Plav,0,0
13/04/2020,Northern,Pluzine,0,0
13/04/2020,Northern,Pljevlja,0,0
13/04/2020,Northern,Rozaje,0,0
13/04/2020,Northern,Savnik,0,0
13/04/2020,Northern,Zabljak,0,0
14/04/2020,Central,Podgorica,5,0
14/04/2020,Central,Cetinje,0,0
14/04/2020,Central,Danilovgrad,0,0
14/04/2020,Central,Niksic,1,0
14/04/2020,Central,Tuzi,0,0
14/04/2020,Costal,Bar,2,0
14/04/2020,Costal,Budva,0,0
14/04/2020,Costal,Herceg Novi,0,0
14/04/2020,Costal,Kotor,0,0
14/04/2020,Costal,Tivat,0,0
14/04/2020,Costal,Ulcinj,1,0
14/04/2020,Northern,Andrijevica,0,0
14/04/2020,Northern,Berane,0,0
14/04/2020,Northern,Bijelo Polje,0,0
14/04/2020,Northern,Gusinje,0,0
14/04/2020,Northern,Kolasin,0,0
14/04/2020,Northern,Mojkovac,0,0
14/04/2020,Northern,Petnjica,0,0
14/04/2020,Northern,Plav,0,0
14/04/2020,Northern,Pluzine,0,0
14/04/2020,Northern,Pljevlja,0,0
14/04/2020,Northern,Rozaje,0,0
14/04/2020,Northern,Savnik,0,0
14/04/2020,Northern,Zabljak,0,0
15/04/2020,Central,Podgorica,1,0
15/04/2020,Central,Cetinje,0,0
15/04/2020,Central,Danilovgrad,0,0
15/04/2020,Central,Niksic,0,0
15/04/2020,Central,Tuzi,0,0
15/04/2020,Costal,Bar,0,0
15/04/2020,Costal,Budva,0,0
15/04/2020,Costal,Herceg Novi,0,0
15/04/2020,Costal,Kotor,0,0
15/04/2020,Costal,Tivat,0,0
15/04/2020,Costal,Ulcinj,3,0
15/04/2020,Northern,Andrijevica,0,0
15/04/2020,Northern,Berane,0,0
15/04/2020,Northern,Bijelo Polje,0,0
15/04/2020,Northern,Gusinje,0,0
15/04/2020,Northern,Kolasin,0,0
15/04/2020,Northern,Mojkovac,0,0
15/04/2020,Northern,Petnjica,0,0
15/04/2020,Northern,Plav,1,0
15/04/2020,Northern,Pluzine,0,0
15/04/2020,Northern,Pljevlja,0,0
15/04/2020,Northern,Rozaje,0,0
15/04/2020,Northern,Savnik,0,0
15/04/2020,Northern,Zabljak,0,0
16/04/2020,Central,Podgorica,4,0
16/04/2020,Central,Cetinje,0,0
16/04/2020,Central,Danilovgrad,0,0
16/04/2020,Central,Niksic,0,0
16/04/2020,Central,Tuzi,0,0
16/04/2020,Costal,Bar,0,0
16/04/2020,Costal,Budva,0,0
16/04/2020,Costal,Herceg Novi,0,0
16/04/2020,Costal,Kotor,0,0
16/04/2020,Costal,Tivat,0,0
16/04/2020,Costal,Ulcinj,8,0
16/04/2020,Northern,Andrijevica,0,0
16/04/2020,Northern,Berane,0,0
16/04/2020,Northern,Bijelo Polje,0,0
16/04/2020,Northern,Gusinje,0,0
16/04/2020,Northern,Kolasin,0,0
16/04/2020,Northern,Mojkovac,0,0
16/04/2020,Northern,Petnjica,0,0
16/04/2020,Northern,Plav,3,0
16/04/2020,Northern,Pluzine,0,0
16/04/2020,Northern,Pljevlja,0,0
16/04/2020,Northern,Rozaje,0,0
16/04/2020,Northern,Savnik,0,0
16/04/2020,Northern,Zabljak,0,0
17/04/2020,Central,Podgorica,0,0
17/04/2020,Central,Cetinje,0,0
17/04/2020,Central,Danilovgrad,0,0
17/04/2020,Central,Niksic,0,0
17/04/2020,Central,Tuzi,0,0
17/04/2020,Costal,Bar,0,0
17/04/2020,Costal,Budva,0,0
17/04/2020,Costal,Herceg Novi,0,0
17/04/2020,Costal,Kotor,0,0
17/04/2020,Costal,Tivat,0,0
17/04/2020,Costal,Ulcinj,0,0
17/04/2020,Northern,Andrijevica,0,0
17/04/2020,Northern,Berane,0,0
17/04/2020,Northern,Bijelo Polje,0,0
17/04/2020,Northern,Gusinje,0,0
17/04/2020,Northern,Kolasin,0,0
17/04/2020,Northern,Mojkovac,0,0
17/04/2020,Northern,Petnjica,0,0
17/04/2020,Northern,Plav,0,0
17/04/2020,Northern,Pluzine,0,0
17/04/2020,Northern,Pljevlja,0,0
17/04/2020,Northern,Rozaje,0,0
17/04/2020,Northern,Savnik,0,0
17/04/2020,Northern,Zabljak,0,0
18/04/2020,Central,Podgorica,3,0
18/04/2020,Central,Cetinje,0,0
18/04/2020,Central,Danilovgrad,0,0
18/04/2020,Central,Niksic,0,0
18/04/2020,Central,Tuzi,0,0
18/04/2020,Costal,Bar,0,0
18/04/2020,Costal,Budva,0,0
18/04/2020,Costal,Herceg Novi,0,0
18/04/2020,Costal,Kotor,0,0
18/04/2020,Costal,Tivat,0,0
18/04/2020,Costal,Ulcinj,0,0
18/04/2020,Northern,Andrijevica,0,0
18/04/2020,Northern,Berane,0,0
18/04/2020,Northern,Bijelo Polje,0,0
18/04/2020,Northern,Gusinje,0,0
18/04/2020,Northern,Kolasin,0,0
18/04/2020,Northern,Mojkovac,0,0
18/04/2020,Northern,Petnjica,0,0
18/04/2020,Northern,Plav,1,0
18/04/2020,Northern,Pluzine,0,0
18/04/2020,Northern,Pljevlja,0,0
18/04/2020,Northern,Rozaje,0,0
18/04/2020,Northern,Savnik,0,0
18/04/2020,Northern,Zabljak,0,0
19/04/2020,Central,Podgorica,0,0
19/04/2020,Central,Cetinje,0,0
19/04/2020,Central,Danilovgrad,0,0
19/04/2020,Central,Niksic,0,0
19/04/2020,Central,Tuzi,0,0
19/04/2020,Costal,Bar,0,0
19/04/2020,Costal,Budva,1,0
19/04/2020,Costal,Herceg Novi,0,0
19/04/2020,Costal,Kotor,0,0
19/04/2020,Costal,Tivat,0,0
19/04/2020,Costal,Ulcinj,0,0
19/04/2020,Northern,Andrijevica,0,0
19/04/2020,Northern,Berane,0,0
19/04/2020,Northern,Bijelo Polje,0,0
19/04/2020,Northern,Gusinje,0,0
19/04/2020,Northern,Kolasin,0,0
19/04/2020,Northern,Mojkovac,0,0
19/04/2020,Northern,Petnjica,0,0
19/04/2020,Northern,Plav,0,0
19/04/2020,Northern,Pluzine,0,0
19/04/2020,Northern,Pljevlja,0,0
19/04/2020,Northern,Rozaje,0,0
19/04/2020,Northern,Savnik,0,0
19/04/2020,Northern,Zabljak,0,0
20/04/2020,Central,Podgorica,1,0
20/04/2020,Central,Cetinje,0,0
20/04/2020,Central,Danilovgrad,0,0
20/04/2020,Central,Niksic,1,0
20/04/2020,Central,Tuzi,1,0
20/04/2020,Costal,Bar,0,0
20/04/2020,Costal,Budva,0,0
20/04/2020,Costal,Herceg Novi,0,0
20/04/2020,Costal,Kotor,0,0
20/04/2020,Costal,Tivat,0,0
20/04/2020,Costal,Ulcinj,0,0
20/04/2020,Northern,Andrijevica,0,0
20/04/2020,Northern,Berane,0,0
20/04/2020,Northern,Bijelo Polje,0,0
20/04/2020,Northern,Gusinje,0,0
20/04/2020,Northern,Kolasin,0,0
20/04/2020,Northern,Mojkovac,0,0
20/04/2020,Northern,Petnjica,0,0
20/04/2020,Northern,Plav,1,0
20/04/2020,Northern,Pluzine,0,0
20/04/2020,Northern,Pljevlja,0,0
20/04/2020,Northern,Rozaje,0,0
20/04/2020,Northern,Savnik,0,0
20/04/2020,Northern,Zabljak,0,0
21/04/2020,Central,Podgorica,0,0
21/04/2020,Central,Cetinje,0,0
21/04/2020,Central,Danilovgrad,0,0
21/04/2020,Central,Niksic,0,0
21/04/2020,Central,Tuzi,0,0
21/04/2020,Costal,Bar,0,0
21/04/2020,Costal,Budva,1,0
21/04/2020,Costal,Herceg Novi,0,0
21/04/2020,Costal,Kotor,0,0
21/04/2020,Costal,Tivat,0,0
21/04/2020,Costal,Ulcinj,0,0
21/04/2020,Northern,Andrijevica,0,0
21/04/2020,Northern,Berane,0,0
21/04/2020,Northern,Bijelo Polje,0,0
21/04/2020,Northern,Gusinje,0,0
21/04/2020,Northern,Kolasin,0,0
21/04/2020,Northern,Mojkovac,0,0
21/04/2020,Northern,Petnjica,0,0
21/04/2020,Northern,Plav,0,0
21/04/2020,Northern,Pluzine,0,0
21/04/2020,Northern,Pljevlja,0,0
21/04/2020,Northern,Rozaje,0,0
21/04/2020,Northern,Savnik,0,0
21/04/2020,Northern,Zabljak,0,0
22/04/2020,Central,Podgorica,0,0
22/04/2020,Central,Cetinje,0,0
22/04/2020,Central,Danilovgrad,0,0
22/04/2020,Central,Niksic,1,0
22/04/2020,Central,Tuzi,0,0
22/04/2020,Costal,Bar,0,0
22/04/2020,Costal,Budva,1,0
22/04/2020,Costal,Herceg Novi,0,0
22/04/2020,Costal,Kotor,0,0
22/04/2020,Costal,Tivat,0,0
22/04/2020,Costal,Ulcinj,0,0
22/04/2020,Northern,Andrijevica,0,0
22/04/2020,Northern,Berane,0,0
22/04/2020,Northern,Bijelo Polje,0,0
22/04/2020,Northern,Gusinje,0,0
22/04/2020,Northern,Kolasin,0,0
22/04/2020,Northern,Mojkovac,0,0
22/04/2020,Northern,Petnjica,0,0
22/04/2020,Northern,Plav,0,0
22/04/2020,Northern,Pluzine,0,0
22/04/2020,Northern,Pljevlja,0,0
22/04/2020,Northern,Rozaje,0,0
22/04/2020,Northern,Savnik,0,0
22/04/2020,Northern,Zabljak,0,0
23/04/2020,Central,Podgorica,0,0
23/04/2020,Central,Cetinje,0,0
23/04/2020,Central,Danilovgrad,0,0
23/04/2020,Central,Niksic,0,0
23/04/2020,Central,Tuzi,0,0
23/04/2020,Costal,Bar,0,0
23/04/2020,Costal,Budva,0,0
23/04/2020,Costal,Herceg Novi,0,0
23/04/2020,Costal,Kotor,0,0
23/04/2020,Costal,Tivat,0,0
23/04/2020,Costal,Ulcinj,0,0
23/04/2020,Northern,Andrijevica,0,0
23/04/2020,Northern,Berane,0,0
23/04/2020,Northern,Bijelo Polje,0,0
23/04/2020,Northern,Gusinje,3,0
23/04/2020,Northern,Kolasin,0,0
23/04/2020,Northern,Mojkovac,0,0
23/04/2020,Northern,Petnjica,0,0
23/04/2020,Northern,Plav,1,0
23/04/2020,Northern,Pluzine,0,0
23/04/2020,Northern,Pljevlja,0,0
23/04/2020,Northern,Rozaje,0,0
23/04/2020,Northern,Savnik,0,0
23/04/2020,Northern,Zabljak,0,0
24/04/2020,Central,Podgorica,0,1
24/04/2020,Central,Cetinje,0,0
24/04/2020,Central,Danilovgrad,0,0
24/04/2020,Central,Niksic,0,0
24/04/2020,Central,Tuzi,0,0
24/04/2020,Costal,Bar,0,0
24/04/2020,Costal,Budva,0,0
24/04/2020,Costal,Herceg Novi,0,0
24/04/2020,Costal,Kotor,0,0
24/04/2020,Costal,Tivat,0,0
24/04/2020,Costal,Ulcinj,0,0
24/04/2020,Northern,Andrijevica,0,0
24/04/2020,Northern,Berane,0,0
24/04/2020,Northern,Bijelo Polje,0,0
24/04/2020,Northern,Gusinje,0,0
24/04/2020,Northern,Kolasin,0,0
24/04/2020,Northern,Mojkovac,0,0
24/04/2020,Northern,Petnjica,0,0
24/04/2020,Northern,Plav,0,0
24/04/2020,Northern,Pluzine,0,0
24/04/2020,Northern,Pljevlja,0,0
24/04/2020,Northern,Rozaje,0,0
24/04/2020,Northern,Savnik,0,0
24/04/2020,Northern,Zabljak,0,0
25/04/2020,Central,Podgorica,0,0
25/04/2020,Central,Cetinje,0,0
25/04/2020,Central,Danilovgrad,0,0
25/04/2020,Central,Niksic,0,0
25/04/2020,Central,Tuzi,0,0
25/04/2020,Costal,Bar,0,0
25/04/2020,Costal,Budva,0,0
25/04/2020,Costal,Herceg Novi,0,0
25/04/2020,Costal,Kotor,0,0
25/04/2020,Costal,Tivat,0,0
25/04/2020,Costal,Ulcinj,0,0
25/04/2020,Northern,Andrijevica,0,0
25/04/2020,Northern,Berane,0,0
25/04/2020,Northern,Bijelo Polje,0,0
25/04/2020,Northern,Gusinje,0,0
25/04/2020,Northern,Kolasin,0,0
25/04/2020,Northern,Mojkovac,0,0
25/04/2020,Northern,Petnjica,0,0
25/04/2020,Northern,Plav,0,0
25/04/2020,Northern,Pluzine,0,0
25/04/2020,Northern,Pljevlja,0,0
25/04/2020,Northern,Rozaje,0,0
25/04/2020,Northern,Savnik,0,0
25/04/2020,Northern,Zabljak,0,0
26/04/2020,Central,Podgorica,2,0
26/04/2020,Central,Cetinje,0,0
26/04/2020,Central,Danilovgrad,0,0
26/04/2020,Central,Niksic,0,0
26/04/2020,Central,Tuzi,0,0
26/04/2020,Costal,Bar,0,0
26/04/2020,Costal,Budva,0,0
26/04/2020,Costal,Herceg Novi,0,0
26/04/2020,Costal,Kotor,0,0
26/04/2020,Costal,Tivat,0,0
26/04/2020,Costal,Ulcinj,0,0
26/04/2020,Northern,Andrijevica,0,0
26/04/2020,Northern,Berane,0,0
26/04/2020,Northern,Bijelo Polje,0,0
26/04/2020,Northern,Gusinje,0,0
26/04/2020,Northern,Kolasin,0,0
26/04/2020,Northern,Mojkovac,0,0
26/04/2020,Northern,Petnjica,0,0
26/04/2020,Northern,Plav,0,0
26/04/2020,Northern,Pluzine,0,0
26/04/2020,Northern,Pljevlja,0,0
26/04/2020,Northern,Rozaje,0,0
26/04/2020,Northern,Savnik,0,0
26/04/2020,Northern,Zabljak,0,0
27/04/2020,Central,Podgorica,0,0
27/04/2020,Central,Cetinje,0,0
27/04/2020,Central,Danilovgrad,0,0
27/04/2020,Central,Niksic,0,0
27/04/2020,Central,Tuzi,0,0
27/04/2020,Costal,Bar,0,0
27/04/2020,Costal,Budva,0,0
27/04/2020,Costal,Herceg Novi,0,0
27/04/2020,Costal,Kotor,0,0
27/04/2020,Costal,Tivat,0,0
27/04/2020,Costal,Ulcinj,0,0
27/04/2020,Northern,Andrijevica,0,0
27/04/2020,Northern,Berane,0,0
27/04/2020,Northern,Bijelo Polje,0,0
27/04/2020,Northern,Gusinje,0,0
27/04/2020,Northern,Kolasin,0,0
27/04/2020,Northern,Mojkovac,0,0
27/04/2020,Northern,Petnjica,0,0
27/04/2020,Northern,Plav,0,0
27/04/2020,Northern,Pluzine,0,0
27/04/2020,Northern,Pljevlja,0,0
27/04/2020,Northern,Rozaje,0,0
27/04/2020,Northern,Savnik,0,0
27/04/2020,Northern,Zabljak,0,0
28/04/2020,Central,Podgorica,0,0
28/04/2020,Central,Cetinje,0,0
28/04/2020,Central,Danilovgrad,0,0
28/04/2020,Central,Niksic,0,0
28/04/2020,Central,Tuzi,0,0
28/04/2020,Costal,Bar,0,0
28/04/2020,Costal,Budva,0,0
28/04/2020,Costal,Herceg Novi,0,0
28/04/2020,Costal,Kotor,0,0
28/04/2020,Costal,Tivat,0,0
28/04/2020,Costal,Ulcinj,0,0
28/04/2020,Northern,Andrijevica,0,0
28/04/2020,Northern,Berane,0,0
28/04/2020,Northern,Bijelo Polje,0,0
28/04/2020,Northern,Gusinje,0,0
28/04/2020,Northern,Kolasin,0,0
28/04/2020,Northern,Mojkovac,0,0
28/04/2020,Northern,Petnjica,0,0
28/04/2020,Northern,Plav,0,0
28/04/2020,Northern,Pluzine,0,0
28/04/2020,Northern,Pljevlja,0,0
28/04/2020,Northern,Rozaje,0,0
28/04/2020,Northern,Savnik,0,0
28/04/2020,Northern,Zabljak,0,0
29/04/2020,Central,Podgorica,1,0
29/04/2020,Central,Cetinje,0,0
29/04/2020,Central,Danilovgrad,0,0
29/04/2020,Central,Niksic,0,0
29/04/2020,Central,Tuzi,0,0
29/04/2020,Costal,Bar,0,0
29/04/2020,Costal,Budva,0,0
29/04/2020,Costal,Herceg Novi,0,0
29/04/2020,Costal,Kotor,0,0
29/04/2020,Costal,Tivat,0,0
29/04/2020,Costal,Ulcinj,0,0
29/04/2020,Northern,Andrijevica,0,0
29/04/2020,Northern,Berane,0,0
29/04/2020,Northern,Bijelo Polje,0,0
29/04/2020,Northern,Gusinje,0,0
29/04/2020,Northern,Kolasin,0,0
29/04/2020,Northern,Mojkovac,0,0
29/04/2020,Northern,Petnjica,0,0
29/04/2020,Northern,Plav,0,0
29/04/2020,Northern,Pluzine,0,0
29/04/2020,Northern,Pljevlja,0,0
29/04/2020,Northern,Rozaje,0,0
29/04/2020,Northern,Savnik,0,0
29/04/2020,Northern,Zabljak,0,0
30/04/2020,Central,Podgorica,0,0
30/04/2020,Central,Cetinje,0,0
30/04/2020,Central,Danilovgrad,0,0
30/04/2020,Central,Niksic,0,0
30/04/2020,Central,Tuzi,0,0
30/04/2020,Costal,Bar,0,0
30/04/2020,Costal,Budva,0,0
30/04/2020,Costal,Herceg Novi,0,0
30/04/2020,Costal,Kotor,0,0
30/04/2020,Costal,Tivat,0,0
30/04/2020,Costal,Ulcinj,0,0
30/04/2020,Northern,Andrijevica,0,0
30/04/2020,Northern,Berane,0,0
30/04/2020,Northern,Bijelo Polje,0,0
30/04/2020,Northern,Gusinje,0,0
30/04/2020,Northern,Kolasin,0,0
30/04/2020,Northern,Mojkovac,0,0
30/04/2020,Northern,Petnjica,0,0
30/04/2020,Northern,Plav,0,0
30/04/2020,Northern,Pluzine,0,0
30/04/2020,Northern,Pljevlja,0,0
30/04/2020,Northern,Rozaje,0,0
30/04/2020,Northern,Savnik,0,0
30/04/2020,Northern,Zabljak,0,0
01/05/2020,Central,Podgorica,0,0
01/05/2020,Central,Cetinje,0,0
01/05/2020,Central,Danilovgrad,0,0
01/05/2020,Central,Niksic,0,0
01/05/2020,Central,Tuzi,0,0
01/05/2020,Costal,Bar,0,0
01/05/2020,Costal,Budva,0,0
01/05/2020,Costal,Herceg Novi,0,0
01/05/2020,Costal,Kotor,0,0
01/05/2020,Costal,Tivat,0,0
01/05/2020,Costal,Ulcinj,0,0
01/05/2020,Northern,Andrijevica,0,0
01/05/2020,Northern,Berane,0,0
01/05/2020,Northern,Bijelo Polje,0,0
01/05/2020,Northern,Gusinje,0,0
01/05/2020,Northern,Kolasin,0,0
01/05/2020,Northern,Mojkovac,0,0
01/05/2020,Northern,Petnjica,0,0
01/05/2020,Northern,Plav,0,0
01/05/2020,Northern,Pluzine,0,0
01/05/2020,Northern,Pljevlja,0,0
01/05/2020,Northern,Rozaje,0,0
01/05/2020,Northern,Savnik,0,0
01/05/2020,Northern,Zabljak,0,0
02/05/2020,Central,Podgorica,0,0
02/05/2020,Central,Cetinje,0,0
02/05/2020,Central,Danilovgrad,0,0
02/05/2020,Central,Niksic,0,0
02/05/2020,Central,Tuzi,0,0
02/05/2020,Costal,Bar,0,0
02/05/2020,Costal,Budva,0,0
02/05/2020,Costal,Herceg Novi,0,0
02/05/2020,Costal,Kotor,0,0
02/05/2020,Costal,Tivat,0,0
02/05/2020,Costal,Ulcinj,0,0
02/05/2020,Northern,Andrijevica,0,0
02/05/2020,Northern,Berane,0,0
02/05/2020,Northern,Bijelo Polje,0,0
02/05/2020,Northern,Gusinje,0,0
02/05/2020,Northern,Kolasin,0,0
02/05/2020,Northern,Mojkovac,0,0
02/05/2020,Northern,Petnjica,0,0
02/05/2020,Northern,Plav,0,0
02/05/2020,Northern,Pluzine,0,0
02/05/2020,Northern,Pljevlja,0,0
02/05/2020,Northern,Rozaje,0,0
02/05/2020,Northern,Savnik,0,0
02/05/2020,Northern,Zabljak,0,0
03/05/2020,Central,Podgorica,0,0
03/05/2020,Central,Cetinje,0,0
03/05/2020,Central,Danilovgrad,0,0
03/05/2020,Central,Niksic,0,0
03/05/2020,Central,Tuzi,0,0
03/05/2020,Costal,Bar,0,0
03/05/2020,Costal,Budva,0,0
03/05/2020,Costal,Herceg Novi,0,0
03/05/2020,Costal,Kotor,0,0
03/05/2020,Costal,Tivat,0,0
03/05/2020,Costal,Ulcinj,0,0
03/05/2020,Northern,Andrijevica,0,0
03/05/2020,Northern,Berane,0,0
03/05/2020,Northern,Bijelo Polje,0,0
03/05/2020,Northern,Gusinje,0,0
03/05/2020,Northern,Kolasin,0,0
03/05/2020,Northern,Mojkovac,0,0
03/05/2020,Northern,Petnjica,0,0
03/05/2020,Northern,Plav,0,0
03/05/2020,Northern,Pluzine,0,0
03/05/2020,Northern,Pljevlja,0,0
03/05/2020,Northern,Rozaje,0,0
03/05/2020,Northern,Savnik,0,0
03/05/2020,Northern,Zabljak,0,0
04/05/2020,Central,Podgorica,0,0
04/05/2020,Central,Cetinje,0,0
04/05/2020,Central,Danilovgrad,0,0
04/05/2020,Central,Niksic,0,0
04/05/2020,Central,Tuzi,0,0
04/05/2020,Costal,Bar,0,0
04/05/2020,Costal,Budva,0,0
04/05/2020,Costal,Herceg Novi,0,0
04/05/2020,Costal,Kotor,0,0
04/05/2020,Costal,Tivat,0,0
04/05/2020,Costal,Ulcinj,1,0
04/05/2020,Northern,Andrijevica,0,0
04/05/2020,Northern,Berane,0,0
04/05/2020,Northern,Bijelo Polje,1,0
04/05/2020,Northern,Gusinje,0,0
04/05/2020,Northern,Kolasin,0,0
04/05/2020,Northern,Mojkovac,0,0
04/05/2020,Northern,Petnjica,0,0
04/05/2020,Northern,Plav,0,0
04/05/2020,Northern,Pluzine,0,0
04/05/2020,Northern,Pljevlja,0,0
04/05/2020,Northern,Rozaje,0,0
04/05/2020,Northern,Savnik,0,0
04/05/2020,Northern,Zabljak,0,0
05/05/2020,Central,Podgorica,0,0
05/05/2020,Central,Cetinje,0,0
05/05/2020,Central,Danilovgrad,0,0
05/05/2020,Central,Niksic,0,0
05/05/2020,Central,Tuzi,0,0
05/05/2020,Costal,Bar,0,0
05/05/2020,Costal,Budva,0,0
05/05/2020,Costal,Herceg Novi,0,0
05/05/2020,Costal,Kotor,0,0
05/05/2020,Costal,Tivat,0,0
05/05/2020,Costal,Ulcinj,0,0
05/05/2020,Northern,Andrijevica,0,0
05/05/2020,Northern,Berane,0,0
05/05/2020,Northern,Bijelo Polje,0,0
05/05/2020,Northern,Gusinje,0,0
05/05/2020,Northern,Kolasin,0,0
05/05/2020,Northern,Mojkovac,0,0
05/05/2020,Northern,Petnjica,0,0
05/05/2020,Northern,Plav,0,0
05/05/2020,Northern,Pluzine,0,0
05/05/2020,Northern,Pljevlja,0,0
05/05/2020,Northern,Rozaje,0,0
05/05/2020,Northern,Savnik,0,0
