date,Region,Municipality,cases,deaths
05/05/2020,Northern,Zabljak,0,0
06/05/2020,Central,Podgorica,0,0
06/05/2020,Central,Cetinje,0,0
06/05/2020,Central,Danilovgrad,0,0
06/05/2020,Central,Niksic,0,0
06/05/2020,Central,Tuzi,0,0
06/05/2020,Costal,Bar,0,0
06/05/2020,Costal,Budva,0,0
06/05/2020,Costal,Herceg Novi,0,0
06/05/2020,Costal,Kotor,0,0
06/05/2020,Costal,Tivat,0,0
06/05/2020,Costal,Ulcinj,0,0
06/05/2020,Northern,Andrijevica,0,0
06/05/2020,Northern,Berane,0,0
06/05/2020,Northern,Bijelo Polje,0,0
06/05/2020,Northern,Gusinje,0,0
06/05/2020,Northern,Kolasin,0,0
06/05/2020,Northern,Mojkovac,0,0
06/05/2020,Northern,Petnjica,0,0
06/05/2020,Northern,Plav,0,0
06/05/2020,Northern,Pluzine,0,0
06/05/2020,Northern,Pljevlja,0,0
06/05/2020,Northern,Rozaje,0,0
06/05/2020,Northern,Savnik,0,0
06/05/2020,Northern,Zabljak,0,0
07/05/2020,Central,Podgorica,0,0
07/05/2020,Central,Cetinje,0,0
07/05/2020,Central,Danilovgrad,0,0
07/05/2020,Central,Niksic,0,0
07/05/2020,Central,Tuzi,0,0
07/05/2020,Costal,Bar,0,0
07/05/2020,Costal,Budva,0,0
07/05/2020,Costal,Herceg Novi,0,0
07/05/2020,Costal,Kotor,0,0
07/05/2020,Costal,Tivat,0,0
07/05/2020,Costal,Ulcinj,0,0
07/05/2020,Northern,Andrijevica,0,0
07/05/2020,Northern,Berane,0,0
07/05/2020,Northern,Bijelo Polje,0,0
07/05/2020,Northern,Gusinje,0,0
07/05/2020,Northern,Kolasin,0,0
07/05/2020,Northern,Mojkovac,0,0
07/05/2020,Northern,Petnjica,0,0
07/05/2020,Northern,Plav,0,0
07/05/2020,Northern,Pluzine,0,0
07/05/2020,Northern,Pljevlja,0,0
07/05/2020,Northern,Rozaje,0,0
07/05/2020,Northern,Savnik,0,0
07/05/2020,Northern,Zabljak,0,0
08/05/2020,Central,Podgorica,0,0
08/05/2020,Central,Cetinje,0,0
08/05/2020,Central,Danilovgrad,0,0
08/05/2020,Central,Niksic,0,0
08/05/2020,Central,Tuzi,0,0
08/05/2020,Costal,Bar,0,0
08/05/2020,Costal,Budva,0,0
08/05/2020,Costal,Herceg Novi,0,0
08/05/2020,Costal,Kotor,0,0
08/05/2020,Costal,Tivat,0,0
08/05/2020,Costal,Ulcinj,0,0
08/05/2020,Northern,Andrijevica,0,0
08/05/2020,Northern,Berane,0,0
08/05/2020,Northern,Bijelo Polje,0,0
08/05/2020,Northern,Gusinje,0,0
08/05/2020,Northern,Kolasin,0,0
08/05/2020,Northern,Mojkovac,0,0
08/05/2020,Northern,Petnjica,0,0
08/05/2020,Northern,Plav,0,0
08/05/2020,Northern,Pluzine,0,0
08/05/2020,Northern,Pljevlja,0,0
08/05/2020,Northern,Rozaje,0,0
08/05/2020,Northern,Savnik,0,0
08/05/2020,Northern,Zabljak,0,0
09/05/2020,Central,Podgorica,0,0
09/05/2020,Central,Cetinje,0,0
09/05/2020,Central,Danilovgrad,0,0
09/05/2020,Central,Niksic,0,0
09/05/2020,Central,Tuzi,0,0
09/05/2020,Costal,Bar,0,0
09/05/2020,Costal,Budva,0,0
09/05/2020,Costal,Herceg Novi,0,0
09/05/2020,Costal,Kotor,0,0
09/05/2020,Costal,Tivat,0,0
09/05/2020,Costal,Ulcinj,0,0
09/05/2020,Northern,Andrijevica,0,0
09/05/2020,Northern,Berane,0,0
09/05/2020,Northern,Bijelo Polje,0,0
09/05/2020,Northern,Gusinje,0,0
09/05/2020,Northern,Kolasin,0,0
09/05/2020,Northern,Mojkovac,0,0
09/05/2020,Northern,Petnjica,0,0
09/05/2020,Northern,Plav,0,0
09/05/2020,Northern,Pluzine,0,0
09/05/2020,Northern,Pljevlja,0,0
09/05/2020,Northern,Rozaje,0,0
09/05/2020,Northern,Savnik,0,0
09/05/2020,Northern,Zabljak,0,0
10/05/2020,Central,Podgorica,0,0
10/05/2020,Central,Cetinje,0,0
10/05/2020,Central,Danilovgrad,0,0
10/05/2020,Central,Niksic,0,0
10/05/2020,Central,Tuzi,0,0
10/05/2020,Costal,Bar,0,0
10/05/2020,Costal,Budva,0,0
10/05/2020,Costal,Herceg Novi,0,0
10/05/2020,Costal,Kotor,0,0
10/05/2020,Costal,Tivat,0,0
10/05/2020,Costal,Ulcinj,0,0
10/05/2020,Northern,Andrijevica,0,0
10/05/2020,Northern,Berane,0,0
10/05/2020,Northern,Bijelo Polje,0,0
10/05/2020,Northern,Gusinje,0,0
10/05/2020,Northern,Kolasin,0,0
10/05/2020,Northern,Mojkovac,0,0
10/05/2020,Northern,Petnjica,0,0
10/05/2020,Northern,Plav,0,0
10/05/2020,Northern,Pluzine,0,0
10/05/2020,Northern,Pljevlja,0,0
10/05/2020,Northern,Rozaje,0,0
10/05/2020,Northern,Savnik,0,0
10/05/2020,Northern,Zabljak,0,0
11/05/2020,Central,Podgorica,0,0
11/05/2020,Central,Cetinje,0,0
11/05/2020,Central,Danilovgrad,0,0
11/05/2020,Central,Niksic,0,0
11/05/2020,Central,Tuzi,0,0
11/05/2020,Costal,Bar,0,0
11/05/2020,Costal,Budva,0,0
11/05/2020,Costal,Herceg Novi,0,0
11/05/2020,Costal,Kotor,0,0
11/05/2020,Costal,Tivat,0,0
11/05/2020,Costal,Ulcinj,0,0
11/05/2020,Northern,Andrijevica,0,0
11/05/2020,Northern,Berane,0,0
11/05/2020,Northern,Bijelo Polje,0,0
11/05/2020,Northern,Gusinje,0,0
11/05/2020,Northern,Kolasin,0,0
11/05/2020,Northern,Mojkovac,0,0
11/05/2020,Northern,Petnjica,0,0
11/05/2020,Northern,Plav,0,0
11/05/2020,Northern,Pluzine,0,0
11/05/2020,Northern,Pljevlja,0,0
11/05/2020,Northern,Rozaje,0,0
11/05/2020,Northern,Savnik,0,0
11/05/2020,Northern,Zabljak,0,0
12/05/2020,Central,Podgorica,0,0
12/05/2020,Central,Cetinje,0,0
12/05/2020,Central,Danilovgrad,0,0
12/05/2020,Central,Niksic,0,0
12/05/2020,Central,Tuzi,0,0
12/05/2020,Costal,Bar,0,0
12/05/2020,Costal,Budva,0,0
12/05/2020,Costal,Herceg Novi,0,0
12/05/2020,Costal,Kotor,0,0
12/05/2020,Costal,Tivat,0,0
12/05/2020,Costal,Ulcinj,0,0
12/05/2020,Northern,Andrijevica,0,0
12/05/2020,Northern,Berane,0,0
12/05/2020,Northern,Bijelo Polje,0,0
12/05/2020,Northern,Gusinje,0,0
12/05/2020,Northern,Kolasin,0,0
12/05/2020,Northern,Mojkovac,0,0
12/05/2020,Northern,Petnjica,0,0
12/05/2020,Northern,Plav,0,0
12/05/2020,Northern,Pluzine,0,0
12/05/2020,Northern,Pljevlja,0,0
12/05/2020,Northern,Rozaje,0,0
12/05/2020,Northern,Savnik,0,0
12/05/2020,Northern,Zabljak,0,0
13/05/2020,Central,Podgorica,0,0
13/05/2020,Central,Cetinje,0,0
13/05/2020,Central,Danilovgrad,0,0
13/05/2020,Central,Niksic,0,0
13/05/2020,Central,Tuzi,0,0
13/05/2020,Costal,Bar,0,0
13/05/2020,Costal,Budva,0,0
13/05/2020,Costal,Herceg Novi,0,0
13/05/2020,Costal,Kotor,0,0
13/05/2020,Costal,Tivat,0,0
13/05/2020,Costal,Ulcinj,0,0
13/05/2020,Northern,Andrijevica,0,0
13/05/2020,Northern,Berane,0,0
13/05/2020,Northern,Bijelo Polje,0,0
13/05/2020,Northern,Gusinje,0,0
13/05/2020,Northern,Kolasin,0,0
13/05/2020,Northern,Mojkovac,0,0
13/05/2020,Northern,Petnjica,0,0
13/05/2020,Northern,Plav,0,0
13/05/2020,Northern,Pluzine,0,0
13/05/2020,Northern,Pljevlja,0,0
13/05/2020,Northern,Rozaje,0,0
13/05/2020,Northern,Savnik,0,0
13/05/2020,Northern,Zabljak,0,0
14/05/2020,Central,Podgorica,0,0
14/05/2020,Central,Cetinje,0,0
14/05/2020,Central,Danilovgrad,0,0
14/05/2020,Central,Niksic,0,0
14/05/2020,Central,Tuzi,0,0
14/05/2020,Costal,Bar,0,0
14/05/2020,Costal,Budva,0,0
14/05/2020,Costal,Herceg Novi,0,0
14/05/2020,Costal,Kotor,0,0
14/05/2020,Costal,Tivat,0,0
14/05/2020,Costal,Ulcinj,0,0
14/05/2020,Northern,Andrijevica,0,0
14/05/2020,Northern,Berane,0,0
14/05/2020,Northern,Bijelo Polje,0,0
14/05/2020,Northern,Gusinje,0,0
14/05/2020,Northern,Kolasin,0,0
14/05/2020,Northern,Mojkovac,0,0
14/05/2020,Northern,Petnjica,0,0
14/05/2020,Northern,Plav,0,0
14/05/2020,Northern,Pluzine,0,0
14/05/2020,Northern,Pljevlja,0,0
14/05/2020,Northern,Rozaje,0,0
14/05/2020,Northern,Savnik,0,0
14/05/2020,Northern,Zabljak,0,0
15/05/2020,Central,Podgorica,0,0
15/05/2020,Central,Cetinje,0,0
15/05/2020,Central,Danilovgrad,0,0
15/05/2020,Central,Niksic,0,0
15/05/2020,Central,Tuzi,0,0
15/05/2020,Costal,Bar,0,0
15/05/2020,Costal,Budva,0,0
15/05/2020,Costal,Herceg Novi,0,0
15/05/2020,Costal,Kotor,0,0
15/05/2020,Costal,Tivat,0,0
15/05/2020,Costal,Ulcinj,0,0
15/05/2020,Northern,Andrijevica,0,0
15/05/2020,Northern,Berane,0,0
15/05/2020,Northern,Bijelo Polje,0,0
15/05/2020,Northern,Gusinje,0,0
15/05/2020,Northern,Kolasin,0,0
15/05/2020,Northern,Mojkovac,0,0
15/05/2020,Northern,Petnjica,0,0
15/05/2020,Northern,Plav,0,0
15/05/2020,Northern,Pluzine,0,0
15/05/2020,Northern,Pljevlja,0,0
15/05/2020,Northern,Rozaje,0,0
15/05/2020,Northern,Savnik,0,0
15/05/2020,Northern,Zabljak,0,0
16/05/2020,Central,Podgorica,0,0
16/05/2020,Central,Cetinje,0,0
16/05/2020,Central,Danilovgrad,0,0
16/05/2020,Central,Niksic,0,0
16/05/2020,Central,Tuzi,0,0
16/05/2020,Costal,Bar,0,0
16/05/2020,Costal,Budva,0,0
16/05/2020,Costal,Herceg Novi,0,0
16/05/2020,Costal,Kotor,0,0
16/05/2020,Costal,Tivat,0,0
16/05/2020,Costal,Ulcinj,0,0
16/05/2020,Northern,Andrijevica,0,0
16/05/2020,Northern,Berane,0,0
16/05/2020,Northern,Bijelo Polje,0,0
16/05/2020,Northern,Gusinje,0,0
16/05/2020,Northern,Kolasin,0,0
16/05/2020,Northern,Mojkovac,0,0
16/05/2020,Northern,Petnjica,0,0
16/05/2020,Northern,Plav,0,0
16/05/2020,Northern,Pluzine,0,0
16/05/2020,Northern,Pljevlja,0,0
16/05/2020,Northern,Rozaje,0,0
16/05/2020,Northern,Savnik,0,0
16/05/2020,Northern,Zabljak,0,0
17/05/2020,Central,Podgorica,0,0
17/05/2020,Central,Cetinje,0,0
17/05/2020,Central,Danilovgrad,0,0
17/05/2020,Central,Niksic,0,0
17/05/2020,Central,Tuzi,0,0
17/05/2020,Costal,Bar,0,0
17/05/2020,Costal,Budva,0,0
17/05/2020,Costal,Herceg Novi,0,0
17/05/2020,Costal,Kotor,0,0
17/05/2020,Costal,Tivat,0,0
17/05/2020,Costal,Ulcinj,0,0
17/05/2020,Northern,Andrijevica,0,0
17/05/2020,Northern,Berane,0,0
17/05/2020,Northern,Bijelo Polje,0,0
17/05/2020,Northern,Gusinje,0,0
17/05/2020,Northern,Kolasin,0,0
17/05/2020,Northern,Mojkovac,0,0
17/05/2020,Northern,Petnjica,0,0
17/05/2020,Northern,Plav,0,0
17/05/2020,Northern,Pluzine,0,0
17/05/2020,Northern,Pljevlja,0,0
17/05/2020,Northern,Rozaje,0,0
17/05/2020,Northern,Savnik,0,0
17/05/2020,Northern,Zabljak,0,0
18/05/2020,Central,Podgorica,0,0
18/05/2020,Central,Cetinje,0,0
18/05/2020,Central,Danilovgrad,0,0
18/05/2020,Central,Niksic,0,0
18/05/2020,Central,Tuzi,0,0
18/05/2020,Costal,Bar,0,0
18/05/2020,Costal,Budva,0,0
18/05/2020,Costal,Herceg Novi,0,0
18/05/2020,Costal,Kotor,0,0
18/05/2020,Costal,Tivat,0,0
18/05/2020,Costal,Ulcinj,0,0
18/05/2020,Northern,Andrijevica,0,0
18/05/2020,Northern,Berane,0,0
18/05/2020,Northern,Bijelo Polje,0,0
18/05/2020,Northern,Gusinje,0,0
18/05/2020,Northern,Kolasin,0,0
18/05/2020,Northern,Mojkovac,0,0
18/05/2020,Northern,Petnjica,0,0
18/05/2020,Northern,Plav,0,0
18/05/2020,Northern,Pluzine,0,0
18/05/2020,Northern,Pljevlja,0,0
18/05/2020,Northern,Rozaje,0,0
18/05/2020,Northern,Savnik,0,0
18/05/2020,Northern,Zabljak,0,0
19/05/2020,Central,Podgorica,0,0
19/05/2020,Central,Cetinje,0,0
19/05/2020,Central,Danilovgrad,0,0
19/05/2020,Central,Niksic,0,0
19/05/2020,Central,Tuzi,0,0
19/05/2020,Costal,Bar,0,0
19/05/2020,Costal,Budva,0,0
19/05/2020,Costal,Herceg Novi,0,0
19/05/2020,Costal,Kotor,0,0
19/05/2020,Costal,Tivat,0,0
19/05/2020,Costal,Ulcinj,0,0
19/05/2020,Northern,Andrijevica,0,0
19/05/2020,Northern,Berane,0,0
19/05/2020,Northern,Bijelo Polje,0,0
19/05/2020,Northern,Gusinje,0,0
19/05/2020,Northern,Kolasin,0,0
19/05/2020,Northern,Mojkovac,0,0
19/05/2020,Northern,Petnjica,0,0
19/05/2020,Northern,Plav,0,0
19/05/2020,Northern,Pluzine,0,0
19/05/2020,Northern,Pljevlja,0,0
19/05/2020,Northern,Rozaje,0,0
19/05/2020,Northern,Savnik,0,0
19/05/2020,Northern,Zabljak,0,0
20/05/2020,Central,Podgorica,0,0
20/05/2020,Central,Cetinje,0,0
20/05/2020,Central,Danilovgrad,0,0
20/05/2020,Central,Niksic,0,0
20/05/2020,Central,Tuzi,0,0
20/05/2020,Costal,Bar,0,0
20/05/2020,Costal,Budva,0,0
20/05/2020,Costal,Herceg Novi,0,0
20/05/2020,Costal,Kotor,0,0
20/05/2020,Costal,Tivat,0,0
20/05/2020,Costal,Ulcinj,0,0
20/05/2020,Northern,Andrijevica,0,0
20/05/2020,Northern,Berane,0,0
20/05/2020,Northern,Bijelo Polje,0,0
20/05/2020,Northern,Gusinje,0,0
20/05/2020,Northern,Kolasin,0,0
20/05/2020,Northern,Mojkovac,0,0
20/05/2020,Northern,Petnjica,0,0
20/05/2020,Northern,Plav,0,0
20/05/2020,Northern,Pluzine,0,0
20/05/2020,Northern,Pljevlja,0,0
20/05/2020,Northern,Rozaje,0,0
20/05/2020,Northern,Savnik,0,0
20/05/2020,Northern,Zabljak,0,0
21/05/2020,Central,Podgorica,0,0
21/05/2020,Central,Cetinje,0,0
21/05/2020,Central,Danilovgrad,0,0
21/05/2020,Central,Niksic,0,0
21/05/2020,Central,Tuzi,0,0
21/05/2020,Costal,Bar,0,0
21/05/2020,Costal,Budva,0,0
21/05/2020,Costal,Herceg Novi,0,0
21/05/2020,Costal,Kotor,0,0
21/05/2020,Costal,Tivat,0,0
21/05/2020,Costal,Ulcinj,0,0
21/05/2020,Northern,Andrijevica,0,0
21/05/2020,Northern,Berane,0,0
21/05/2020,Northern,Bijelo Polje,0,0
21/05/2020,Northern,Gusinje,0,0
21/05/2020,Northern,Kolasin,0,0
21/05/2020,Northern,Mojkovac,0,0
21/05/2020,Northern,Petnjica,0,0
21/05/2020,Northern,Plav,0,0
21/05/2020,Northern,Pluzine,0,0
21/05/2020,Northern,Pljevlja,0,0
21/05/2020,Northern,Rozaje,0,0
21/05/2020,Northern,Savnik,0,0
21/05/2020,Northern,Zabljak,0,0
22/05/2020,Central,Podgorica,0,0
22/05/2020,Central,Cetinje,0,0
22/05/2020,Central,Danilovgrad,0,0
22/05/2020,Central,Niksic,0,0
22/05/2020,Central,Tuzi,0,0
22/05/2020,Costal,Bar,0,0
22/05/2020,Costal,Budva,0,0
22/05/2020,Costal,Herceg Novi,0,0
22/05/2020,Costal,Kotor,0,0
22/05/2020,Costal,Tivat,0,0
22/05/2020,Costal,Ulcinj,0,0
22/05/2020,Northern,Andrijevica,0,0
22/05/2020,Northern,Berane,0,0
22/05/2020,Northern,Bijelo Polje,0,0
22/05/2020,Northern,Gusinje,0,0
22/05/2020,Northern,Kolasin,0,0
22/05/2020,Northern,Mojkovac,0,0
22/05/2020,Northern,Petnjica,0,0
22/05/2020,Northern,Plav,0,0
22/05/2020,Northern,Pluzine,0,0
22/05/2020,Northern,Pljevlja,0,0
22/05/2020,Northern,Rozaje,0,0
22/05/2020,Northern,Savnik,0,0
22/05/2020,Northern,Zabljak,0,0
23/05/2020,Central,Podgorica,0,0
23/05/2020,Central,Cetinje,0,0
23/05/2020,Central,Danilovgrad,0,0
23/05/2020,Central,Niksic,0,0
23/05/2020,Central,Tuzi,0,0
23/05/2020,Costal,Bar,0,0
23/05/2020,Costal,Budva,0,0
23/05/2020,Costal,Herceg Novi,0,0
23/05/2020,Costal,Kotor,0,0
23/05/2020,Costal,Tivat,0,0
23/05/2020,Costal,Ulcinj,0,0
23/05/2020,Northern,Andrijevica,0,0
23/05/2020,Northern,Berane,0,0
23/05/2020,Northern,Bijelo Polje,0,0
23/05/2020,Northern,Gusinje,0,0
23/05/2020,Northern,Kolasin,0,0
23/05/2020,Northern,Mojkovac,0,0
23/05/2020,Northern,Petnjica,0,0
23/05/2020,Northern,Plav,0,0
23/05/2020,Northern,Pluzine,0,0
23/05/2020,Northern,Pljevlja,0,0
23/05/2020,Northern,Rozaje,0,0
23/05/2020,Northern,Savnik,0,0
23/05/2020,Northern,Zabljak,0,0
24/05/2020,Central,Podgorica,0,0
24/05/2020,Central,Cetinje,0,0
24/05/2020,Central,Danilovgrad,0,0
24/05/2020,Central,Niksic,0,0
24/05/2020,Central,Tuzi,0,0
24/05/2020,Costal,Bar,0,0
24/05/2020,Costal,Budva,0,0
24/05/2020,Costal,Herceg Novi,0,0
24/05/2020,Costal,Kotor,0,0
24/05/2020,Costal,Tivat,0,0
24/05/2020,Costal,Ulcinj,0,0
24/05/2020,Northern,Andrijevica,0,0
24/05/2020,Northern,Berane,0,0
24/05/2020,Northern,Bijelo Polje,0,0
24/05/2020,Northern,Gusinje,0,0
24/05/2020,Northern,Kolasin,0,0
24/05/2020,Northern,Mojkovac,0,0
24/05/2020,Northern,Petnjica,0,0
24/05/2020,Northern,Plav,0,0
24/05/2020,Northern,Pluzine,0,0
24/05/2020,Northern,Pljevlja,0,0
24/05/2020,Northern,Rozaje,0,0
24/05/2020,Northern,Savnik,0,0
24/05/2020,Northern,Zabljak,0,0
25/05/2020,Central,Podgorica,0,0
25/05/2020,Central,Cetinje,0,0
25/05/2020,Central,Danilovgrad,0,0
25/05/2020,Central,Niksic,0,0
25/05/2020,Central,Tuzi,0,0
25/05/2020,Costal,Bar,0,0
25/05/2020,Costal,Budva,0,0
25/05/2020,Costal,Herceg Novi,0,0
25/05/2020,Costal,Kotor,0,0
25/05/2020,Costal,Tivat,0,0
25/05/2020,Costal,Ulcinj,0,0
25/05/2020,Northern,Andrijevica,0,0
25/05/2020,Northern,Berane,0,0
25/05/2020,Northern,Bijelo Polje,0,0
25/05/2020,Northern,Gusinje,0,0
25/05/2020,Northern,Kolasin,0,0
25/05/2020,Northern,Mojkovac,0,0
25/05/2020,Northern,Petnjica,0,0
25/05/2020,Northern,Plav,0,0
25/05/2020,Northern,Pluzine,0,0
25/05/2020,Northern,Pljevlja,0,0
25/05/2020,Northern,Rozaje,0,0
25/05/2020,Northern,Savnik,0,0
25/05/2020,Northern,Zabljak,0,0
26/05/2020,Central,Podgorica,0,0
26/05/2020,Central,Cetinje,0,0
26/05/2020,Central,Danilovgrad,0,0
26/05/2020,Central,Niksic,0,0
26/05/2020,Central,Tuzi,0,0
26/05/2020,Costal,Bar,0,0
26/05/2020,Costal,Budva,0,0
26/05/2020,Costal,Herceg Novi,0,0
26/05/2020,Costal,Kotor,0,0
26/05/2020,Costal,Tivat,0,0
26/05/2020,Costal,Ulcinj,0,0
26/05/2020,Northern,Andrijevica,0,0
26/05/2020,Northern,Berane,0,0
26/05/2020,Northern,Bijelo Polje,0,0
26/05/2020,Northern,Gusinje,0,0
26/05/2020,Northern,Kolasin,0,0
26/05/2020,Northern,Mojkovac,0,0
26/05/2020,Northern,Petnjica,0,0
26/05/2020,Northern,Plav,0,0
26/05/2020,Northern,Pluzine,0,0
26/05/2020,Northern,Pljevlja,0,0
26/05/2020,Northern,Rozaje,0,0
26/05/2020,Northern,Savnik,0,0
26/05/2020,Northern,Zabljak,0,0
27/05/2020,Central,Podgorica,0,0
27/05/2020,Central,Cetinje,0,0
27/05/2020,Central,Danilovgrad,0,0
27/05/2020,Central,Niksic,0,0
27/05/2020,Central,Tuzi,0,0
27/05/2020,Costal,Bar,0,0
27/05/2020,Costal,Budva,0,0
27/05/2020,Costal,Herceg Novi,0,0
27/05/2020,Costal,Kotor,0,0
27/05/2020,Costal,Tivat,0,0
27/05/2020,Costal,Ulcinj,0,0
27/05/2020,Northern,Andrijevica,0,0
27/05/2020,Northern,Berane,0,0
27/05/2020,Northern,Bijelo Polje,0,0
27/05/2020,Northern,Gusinje,0,0
27/05/2020,Northern,Kolasin,0,0
27/05/2020,Northern,Mojkovac,0,0
27/05/2020,Northern,Petnjica,0,0
27/05/2020,Northern,Plav,0,0
27/05/2020,Northern,Pluzine,0,0
27/05/2020,Northern,Pljevlja,0,0
27/05/2020,Northern,Rozaje,0,0
27/05/2020,Northern,Savnik,0,0
27/05/2020,Northern,Zabljak,0,0
28/05/2020,Central,Podgorica,0,0
28/05/2020,Central,Cetinje,0,0
28/05/2020,Central,Danilovgrad,0,0
28/05/2020,Central,Niksic,0,0
28/05/2020,Central,Tuzi,0,0
28/05/2020,Costal,Bar,0,0
28/05/2020,Costal,Budva,0,0
28/05/2020,Costal,Herceg Novi,0,0
28/05/2020,Costal,Kotor,0,0
28/05/2020,Costal,Tivat,0,0
28/05/2020,Costal,Ulcinj,0,0
28/05/2020,Northern,Andrijevica,0,0
28/05/2020,Northern,Berane,0,0
28/05/2020,Northern,Bijelo Polje,0,0
28/05/2020,Northern,Gusinje,0,0
28/05/2020,Northern,Kolasin,0,0
28/05/2020,Northern,Mojkovac,0,0
28/05/2020,Northern,Petnjica,0,0
28/05/2020,Northern,Plav,0,0
28/05/2020,Northern,Pluzine,0,0
28/05/2020,Northern,Pljevlja,0,0
28/05/2020,Northern,Rozaje,0,0
28/05/2020,Northern,Savnik,0,0
28/05/2020,Northern,Zabljak,0,0
29/05/2020,Central,Podgorica,0,0
29/05/2020,Central,Cetinje,0,0
29/05/2020,Central,Danilovgrad,0,0
29/05/2020,Central,Niksic,0,0
29/05/2020,Central,Tuzi,0,0
29/05/2020,Costal,Bar,0,0
29/05/2020,Costal,Budva,0,0
29/05/2020,Costal,Herceg Novi,0,0
29/05/2020,Costal,Kotor,0,0
29/05/2020,Costal,Tivat,0,0
29/05/2020,Costal,Ulcinj,0,0
29/05/2020,Northern,Andrijevica,0,0
29/05/2020,Northern,Berane,0,0
29/05/2020,Northern,Bijelo Polje,0,0
29/05/2020,Northern,Gusinje,0,0
29/05/2020,Northern,Kolasin,0,0
29/05/2020,Northern,Mojkovac,0,0
29/05/2020,Northern,Petnjica,0,0
29/05/2020,Northern,Plav,0,0
29/05/2020,Northern,Pluzine,0,0
29/05/2020,Northern,Pljevlja,0,0
29/05/2020,Northern,Rozaje,0,0
29/05/2020,Northern,Savnik,0,0
29/05/2020,Northern,Zabljak,0,0
30/05/2020,Central,Podgorica,0,0
30/05/2020,Central,Cetinje,0,0
30/05/2020,Central,Danilovgrad,0,0
30/05/2020,Central,Niksic,0,0
30/05/2020,Central,Tuzi,0,0
30/05/2020,Costal,Bar,0,0
30/05/2020,Costal,Budva,0,0
30/05/2020,Costal,Herceg Novi,0,0
30/05/2020,Costal,Kotor,0,0
30/05/2020,Costal,Tivat,0,0
30/05/2020,Costal,Ulcinj,0,0
30/05/2020,Northern,Andrijevica,0,0
30/05/2020,Northern,Berane,0,0
30/05/2020,Northern,Bijelo Polje,0,0
30/05/2020,Northern,Gusinje,0,0
30/05/2020,Northern,Kolasin,0,0
30/05/2020,Northern,Mojkovac,0,0
30/05/2020,Northern,Petnjica,0,0
30/05/2020,Northern,Plav,0,0
30/05/2020,Northern,Pluzine,0,0
30/05/2020,Northern,Pljevlja,0,0
30/05/2020,Northern,Rozaje,0,0
30/05/2020,Northern,Savnik,0,0
30/05/2020,Northern,Zabljak,0,0
31/05/2020,Central,Podgorica,0,0
31/05/2020,Central,Cetinje,0,0
31/05/2020,Central,Danilovgrad,0,0
31/05/2020,Central,Niksic,0,0
31/05/2020,Central,Tuzi,0,0
31/05/2020,Costal,Bar,0,0
31/05/2020,Costal,Budva,0,0
31/05/2020,Costal,Herceg Novi,0,0
31/05/2020,Costal,Kotor,0,0
31/05/2020,Costal,Tivat,0,0
31/05/2020,Costal,Ulcinj,0,0
31/05/2020,Northern,Andrijevica,0,0
31/05/2020,Northern,Berane,0,0
31/05/2020,Northern,Bijelo Polje,0,0
31/05/2020,Northern,Gusinje,0,0
31/05/2020,Northern,Kolasin,0,0
31/05/2020,Northern,Mojkovac,0,0
31/05/2020,Northern,Petnjica,0,0
31/05/2020,Northern,Plav,0,0
31/05/2020,Northern,Pluzine,0,0
31/05/2020,Northern,Pljevlja,0,0
31/05/2020,Northern,Rozaje,0,0
31/05/2020,Northern,Savnik,0,0
31/05/2020,Northern,Zabljak,0,0
01/06/2020,Central,Podgorica,0,0
01/06/2020,Central,Cetinje,0,0
01/06/2020,Central,Danilovgrad,0,0
01/06/2020,Central,Niksic,0,0
01/06/2020,Central,Tuzi,0,0
01/06/2020,Costal,Bar,0,0
01/06/2020,Costal,Budva,0,0
01/06/2020,Costal,Herceg Novi,0,0
01/06/2020,Costal,Kotor,0,0
01/06/2020,Costal,Tivat,0,0
01/06/2020,Costal,Ulcinj,0,0
01/06/2020,Northern,Andrijevica,0,0
01/06/2020,Northern,Berane,0,0
01/06/2020,Northern,Bijelo Polje,0,0
01/06/2020,Northern,Gusinje,0,0
01/06/2020,Northern,Kolasin,0,0
01/06/2020,Northern,Mojkovac,0,0
01/06/2020,Northern,Petnjica,0,0
01/06/2020,Northern,Plav,0,0
01/06/2020,Northern,Pluzine,0,0
01/06/2020,Northern,Pljevlja,0,0
01/06/2020,Northern,Rozaje,0,0
01/06/2020,Northern,Savnik,0,0
01/06/2020,Northern,Zabljak,0,0
02/06/2020,Central,Podgorica,0,0
02/06/2020,Central,Cetinje,0,0
02/06/2020,Central,Danilovgrad,0,0
02/06/2020,Central,Niksic,0,0
02/06/2020,Central,Tuzi,0,0
02/06/2020,Costal,Bar,0,0
02/06/2020,Costal,Budva,0,0
02/06/2020,Costal,Herceg Novi,0,0
02/06/2020,Costal,Kotor,0,0
02/06/2020,Costal,Tivat,0,0
02/06/2020,Costal,Ulcinj,0,0
02/06/2020,Northern,Andrijevica,0,0
02/06/2020,Northern,Berane,0,0
02/06/2020,Northern,Bijelo Polje,0,0
02/06/2020,Northern,Gusinje,0,0
02/06/2020,Northern,Kolasin,0,0
02/06/2020,Northern,Mojkovac,0,0
02/06/2020,Northern,Petnjica,0,0
02/06/2020,Northern,Plav,0,0
02/06/2020,Northern,Pluzine,0,0
02/06/2020,Northern,Pljevlja,0,0
02/06/2020,Northern,Rozaje,0,0
02/06/2020,Northern,Savnik,0,0
02/06/2020,Northern,Zabljak,0,0
