date,Region,Municipality,cases,deaths,ncases,ndeaths
2020-06-12,Northern,Zabljak,0,0,0,0
2020-06-12,Northern,Pljevlja,0,0,0,0
2020-06-13,Central,Podgorica,164,1,0,0
2020-06-13,Central,Cetinje,0,0,0,0
2020-06-13,Central,Danilovgrad,3,0,0,0
2020-06-13,Central,Niksic,34,0,0,0
2020-06-13,Central,Tuzi,37,0,0,0
2020-06-13,Costal,Bar,23,0,0,0
2020-06-13,Costal,Budva,7,0,0,0
2020-06-13,Costal,Herceg Novi,6,0,0,0
2020-06-13,Costal,Kotor,0,0,0,0
2020-06-13,Costal,Tivat,3,0,0,0
2020-06-13,Costal,Ulcinj,23,0,0,0
2020-06-13,Northern,Andrijevica,7,0,0,0
2020-06-13,Northern,Berane,0,0,0,0
2020-06-13,Northern,Bijelo Polje,7,0,0,0
2020-06-13,Northern,Gusinje,3,0,0,0
2020-06-13,Northern,Kolasin,0,0,0,0
2020-06-13,Northern,Mojkovac,0,0,0,0
2020-06-13,Northern,Petnjica,0,0,0,0
2020-06-13,Northern,Plav,7,0,0,0
2020-06-13,Northern,Pluzine,0,0,0,0
2020-06-13,Northern,Rozaje,0,0,0,0
2020-06-13,Northern,Savnik,0,0,0,0
2020-06-13,Northern,Zabljak,0,0,0,0
2020-06-13,Northern,Pljevlja,0,0,0,0
2020-06-14,Central,Podgorica,164,1,0,0
2020-06-14,Central,Cetinje,0,0,0,0
2020-06-14,Central,Danilovgrad,3,0,0,0
2020-06-14,Central,Niksic,34,0,0,0
2020-06-14,Central,Tuzi,37,0,0,0
2020-06-14,Costal,Bar,23,0,0,0
2020-06-14,Costal,Budva,7,0,0,0
2020-06-14,Costal,Herceg Novi,6,0,0,0
2020-06-14,Costal,Kotor,0,0,0,0
2020-06-14,Costal,Tivat,3,0,0,0
2020-06-14,Costal,Ulcinj,23,0,0,0
2020-06-14,Northern,Andrijevica,7,0,0,0
2020-06-14,Northern,Berane,0,0,0,0
2020-06-14,Northern,Bijelo Polje,7,0,0,0
2020-06-14,Northern,Gusinje,3,0,0,0
2020-06-14,Northern,Kolasin,0,0,0,0
2020-06-14,Northern,Mojkovac,0,0,0,0
2020-06-14,Northern,Petnjica,0,0,0,0
2020-06-14,Northern,Plav,7,0,0,0
2020-06-14,Northern,Pluzine,0,0,0,0
2020-06-14,Northern,Rozaje,0,0,0,0
2020-06-14,Northern,Savnik,0,0,0,0
2020-06-14,Northern,Zabljak,0,0,0,0
2020-06-14,Northern,Pljevlja,0,0,0,0
2020-06-15,Central,Podgorica,165,1,1,0
2020-06-15,Central,Cetinje,0,0,0,0
2020-06-15,Central,Danilovgrad,3,0,0,0
2020-06-15,Central,Niksic,34,0,0,0
2020-06-15,Central,Tuzi,37,0,0,0
2020-06-15,Costal,Bar,23,0,0,0
2020-06-15,Costal,Budva,8,0,1,0
2020-06-15,Costal,Herceg Novi,6,0,0,0
2020-06-15,Costal,Kotor,0,0,0,0
2020-06-15,Costal,Tivat,3,0,0,0
2020-06-15,Costal,Ulcinj,23,0,0,0
2020-06-15,Northern,Andrijevica,7,0,0,0
2020-06-15,Northern,Berane,0,0,0,0
2020-06-15,Northern,Bijelo Polje,7,0,0,0
2020-06-15,Northern,Gusinje,3,0,0,0
2020-06-15,Northern,Kolasin,0,0,0,0
2020-06-15,Northern,Mojkovac,0,0,0,0
2020-06-15,Northern,Petnjica,0,0,0,0
2020-06-15,Northern,Plav,7,0,0,0
2020-06-15,Northern,Pluzine,0,0,0,0
2020-06-15,Northern,Rozaje,0,0,0,0
2020-06-15,Northern,Savnik,0,0,0,0
2020-06-15,Northern,Zabljak,0,0,0,0
2020-06-15,Northern,Pljevlja,0,0,0,0
2020-06-16,Central,Podgorica,169,1,4,0
2020-06-16,Central,Cetinje,1,0,1,0
2020-06-16,Central,Danilovgrad,3,0,0,0
2020-06-16,Central,Niksic,34,0,0,0
2020-06-16,Central,Tuzi,37,0,0,0
2020-06-16,Costal,Bar,23,0,0,0
2020-06-16,Costal,Budva,9,0,1,0
2020-06-16,Costal,Herceg Novi,6,0,0,0
2020-06-16,Costal,Kotor,0,0,0,0
2020-06-16,Costal,Tivat,3,0,0,0
2020-06-16,Costal,Ulcinj,23,0,0,0
2020-06-16,Northern,Andrijevica,7,0,0,0
2020-06-16,Northern,Berane,1,0,1,0
2020-06-16,Northern,Bijelo Polje,7,0,0,0
2020-06-16,Northern,Gusinje,3,0,0,0
2020-06-16,Northern,Kolasin,0,0,0,0
2020-06-16,Northern,Mojkovac,0,0,0,0
2020-06-16,Northern,Petnjica,0,0,0,0
2020-06-16,Northern,Plav,7,0,0,0
2020-06-16,Northern,Pluzine,0,0,0,0
2020-06-16,Northern,Rozaje,1,0,1,0
2020-06-16,Northern,Savnik,0,0,0,0
2020-06-16,Northern,Zabljak,0,0,0,0
2020-06-16,Northern,Pljevlja,0,0,0,0
2020-06-17,Central,Podgorica,169,1,0,0
2020-06-17,Central,Cetinje,1,0,0,0
2020-06-17,Central,Danilovgrad,3,0,0,0
2020-06-17,Central,Niksic,34,0,0,0
2020-06-17,Central,Tuzi,37,0,0,0
2020-06-17,Costal,Bar,23,0,0,0
2020-06-17,Costal,Budva,9,0,0,0
2020-06-17,Costal,Herceg Novi,6,0,0,0
2020-06-17,Costal,Kotor,0,0,0,0
2020-06-17,Costal,Tivat,3,0,0,0
2020-06-17,Costal,Ulcinj,23,0,0,0
2020-06-17,Northern,Andrijevica,7,0,0,0
2020-06-17,Northern,Berane,1,0,0,0
2020-06-17,Northern,Bijelo Polje,7,0,0,0
2020-06-17,Northern,Gusinje,3,0,0,0
2020-06-17,Northern,Kolasin,0,0,0,0
2020-06-17,Northern,Mojkovac,0,0,0,0
2020-06-17,Northern,Petnjica,0,0,0,0
2020-06-17,Northern,Plav,7,0,0,0
2020-06-17,Northern,Pluzine,0,0,0,0
2020-06-17,Northern,Rozaje,1,0,0,0
2020-06-17,Northern,Savnik,0,0,0,0
2020-06-17,Northern,Zabljak,0,0,0,0
2020-06-17,Northern,Pljevlja,0,0,0,0
2020-06-18,Central,Podgorica,169,1,0,0
2020-06-18,Central,Cetinje,1,0,0,0
2020-06-18,Central,Danilovgrad,3,0,0,0
2020-06-18,Central,Niksic,34,0,0,0
2020-06-18,Central,Tuzi,37,0,0,0
2020-06-18,Costal,Bar,23,0,0,0
2020-06-18,Costal,Budva,9,0,0,0
2020-06-18,Costal,Herceg Novi,6,0,0,0
2020-06-18,Costal,Kotor,0,0,0,0
2020-06-18,Costal,Tivat,3,0,0,0
2020-06-18,Costal,Ulcinj,23,0,0,0
2020-06-18,Northern,Andrijevica,7,0,0,0
2020-06-18,Northern,Berane,1,0,0,0
2020-06-18,Northern,Bijelo Polje,7,0,0,0
2020-06-18,Northern,Gusinje,3,0,0,0
2020-06-18,Northern,Kolasin,0,0,0,0
2020-06-18,Northern,Mojkovac,0,0,0,0
2020-06-18,Northern,Petnjica,0,0,0,0
2020-06-18,Northern,Plav,7,0,0,0
2020-06-18,Northern,Pluzine,0,0,0,0
2020-06-18,Northern,Rozaje,1,0,0,0
2020-06-18,Northern,Savnik,0,0,0,0
2020-06-18,Northern,Zabljak,0,0,0,0
2020-06-18,Northern,Pljevlja,0,0,0,0
2020-06-19,Central,Podgorica,169,1,0,0
2020-06-19,Central,Cetinje,1,0,0,0
2020-06-19,Central,Danilovgrad,3,0,0,0
2020-06-19,Central,Niksic,34,0,0,0
2020-06-19,Central,Tuzi,37,0,0,0
2020-06-19,Costal,Bar,23,0,0,0
2020-06-19,Costal,Budva,9,0,0,0
2020-06-19,Costal,Herceg Novi,6,0,0,0
2020-06-19,Costal,Kotor,0,0,0,0
2020-06-19,Costal,Tivat,3,0,0,0
2020-06-19,Costal,Ulcinj,23,0,0,0
2020-06-19,Northern,Andrijevica,7,0,0,0
2020-06-19,Northern,Berane,1,0,0,0
2020-06-19,Northern,Bijelo Polje,7,0,0,0
2020-06-19,Northern,Gusinje,3,0,0,0
2020-06-19,Northern,Kolasin,0,0,0,0
2020-06-19,Northern,Mojkovac,0,0,0,0
2020-06-19,Northern,Petnjica,0,0,0,0
2020-06-19,Northern,Plav,7,0,0,0
2020-06-19,Northern,Pluzine,0,0,0,0
2020-06-19,Northern,Rozaje,1,0,0,0
2020-06-19,Northern,Savnik,0,0,0,0
2020-06-19,Northern,Zabljak,0,0,0,0
2020-06-19,Northern,Pljevlja,0,0,0,0
2020-06-20,Central,Podgorica,169,1,0,0
2020-06-20,Central,Cetinje,1,0,0,0
2020-06-20,Central,Danilovgrad,3,0,0,0
2020-06-20,Central,Niksic,34,0,0,0
2020-06-20,Central,Tuzi,37,0,0,0
2020-06-20,Costal,Bar,23,0,0,0
2020-06-20,Costal,Budva,9,0,0,0
2020-06-20,Costal,Herceg Novi,6,0,0,0
2020-06-20,Costal,Kotor,0,0,0,0
2020-06-20,Costal,Tivat,3,0,0,0
2020-06-20,Costal,Ulcinj,23,0,0,0
2020-06-20,Northern,Andrijevica,7,0,0,0
2020-06-20,Northern,Berane,1,0,0,0
2020-06-20,Northern,Bijelo Polje,7,0,0,0
2020-06-20,Northern,Gusinje,3,0,0,0
2020-06-20,Northern,Kolasin,0,0,0,0
2020-06-20,Northern,Mojkovac,0,0,0,0
2020-06-20,Northern,Petnjica,0,0,0,0
2020-06-20,Northern,Plav,7,0,0,0
2020-06-20,Northern,Pluzine,0,0,0,0
2020-06-20,Northern,Rozaje,1,0,0,0
2020-06-20,Northern,Savnik,0,0,0,0
2020-06-20,Northern,Zabljak,0,0,0,0
2020-06-20,Northern,Pljevlja,0,0,0,0
2020-06-21,Central,Podgorica,185,1,16,0
2020-06-21,Central,Cetinje,3,0,2,0
2020-06-21,Central,Danilovgrad,4,0,1,0
2020-06-21,Central,Niksic,34,0,0,0
2020-06-21,Central,Tuzi,37,0,0,0
2020-06-21,Costal,Bar,26,0,3,0
2020-06-21,Costal,Budva,12,0,3,0
2020-06-21,Costal,Herceg Novi,6,0,0,0
2020-06-21,Costal,Kotor,0,0,0,0
2020-06-21,Costal,Tivat,3,0,0,0
2020-06-21,Costal,Ulcinj,26,0,3,0
2020-06-21,Northern,Andrijevica,7,0,0,0
2020-06-21,Northern,Berane,4,0,3,0
2020-06-21,Northern,Bijelo Polje,8,0,1,0
2020-06-21,Northern,Gusinje,3,0,0,0
2020-06-21,Northern,Kolasin,0,0,0,0
2020-06-21,Northern,Mojkovac,0,0,0,0
2020-06-21,Northern,Petnjica,0,0,0,0
2020-06-21,Northern,Plav,7,0,0,0
2020-06-21,Northern,Pluzine,0,0,0,0
2020-06-21,Northern,Rozaje,20,0,19,0
2020-06-21,Northern,Savnik,0,0,0,0
2020-06-21,Northern,Zabljak,0,0,0,0
2020-06-21,Northern,Pljevlja,0,0,0,0
2020-06-22,Central,Podgorica,189,1,4,0
2020-06-22,Central,Cetinje,3,0,0,0
2020-06-22,Central,Danilovgrad,4,0,0,0
2020-06-22,Central,Niksic,34,0,0,0
2020-06-22,Central,Tuzi,37,0,0,0
2020-06-22,Costal,Bar,27,0,1,0
2020-06-22,Costal,Budva,12,0,0,0
2020-06-22,Costal,Herceg Novi,6,0,0,0
2020-06-22,Costal,Kotor,0,0,0,0
2020-06-22,Costal,Tivat,3,0,0,0
2020-06-22,Costal,Ulcinj,26,0,0,0
2020-06-22,Northern,Andrijevica,7,0,0,0
2020-06-22,Northern,Berane,4,0,0,0
2020-06-22,Northern,Bijelo Polje,8,0,0,0
2020-06-22,Northern,Gusinje,3,0,0,0
2020-06-22,Northern,Kolasin,0,0,0,0
2020-06-22,Northern,Mojkovac,0,0,0,0
2020-06-22,Northern,Petnjica,0,0,0,0
2020-06-22,Northern,Plav,7,0,0,0
2020-06-22,Northern,Pluzine,0,0,0,0
2020-06-22,Northern,Rozaje,23,0,3,0
2020-06-22,Northern,Savnik,0,0,0,0
2020-06-22,Northern,Zabljak,0,0,0,0
2020-06-22,Northern,Pljevlja,0,0,0,0
2020-06-23,Central,Podgorica,193,1,4,0
2020-06-23,Central,Cetinje,3,0,0,0
2020-06-23,Central,Danilovgrad,4,0,0,0
2020-06-23,Central,Niksic,34,0,0,0
2020-06-23,Central,Tuzi,37,0,0,0
2020-06-23,Costal,Bar,28,0,1,0
2020-06-23,Costal,Budva,12,0,0,0
2020-06-23,Costal,Herceg Novi,6,0,0,0
2020-06-23,Costal,Kotor,0,0,0,0
2020-06-23,Costal,Tivat,3,0,0,0
2020-06-23,Costal,Ulcinj,26,0,0,0
2020-06-23,Northern,Andrijevica,7,0,0,0
2020-06-23,Northern,Berane,4,0,0,0
2020-06-23,Northern,Bijelo Polje,8,0,0,0
2020-06-23,Northern,Gusinje,3,0,0,0
2020-06-23,Northern,Kolasin,0,0,0,0
2020-06-23,Northern,Mojkovac,0,0,0,0
2020-06-23,Northern,Petnjica,0,0,0,0
2020-06-23,Northern,Plav,7,0,0,0
2020-06-23,Northern,Pluzine,0,0,0,0
2020-06-23,Northern,Rozaje,26,0,3,0
2020-06-23,Northern,Savnik,0,0,0,0
2020-06-23,Northern,Zabljak,0,0,0,0
2020-06-23,Northern,Pljevlja,0,0,0,0
2020-06-24,Central,Podgorica,193,1,0,0
2020-06-24,Central,Cetinje,3,0,0,0
2020-06-24,Central,Danilovgrad,4,0,0,0
2020-06-24,Central,Niksic,34,0,0,0
2020-06-24,Central,Tuzi,37,0,0,0
2020-06-24,Costal,Bar,28,0,0,0
2020-06-24,Costal,Budva,12,0,0,0
2020-06-24,Costal,Herceg Novi,6,0,0,0
2020-06-24,Costal,Kotor,0,0,0,0
2020-06-24,Costal,Tivat,3,0,0,0
2020-06-24,Costal,Ulcinj,26,0,0,0
2020-06-24,Northern,Andrijevica,7,0,0,0
2020-06-24,Northern,Berane,4,0,0,0
2020-06-24,Northern,Bijelo Polje,8,0,0,0
2020-06-24,Northern,Gusinje,3,0,0,0
2020-06-24,Northern,Kolasin,0,0,0,0
2020-06-24,Northern,Mojkovac,0,0,0,0
2020-06-24,Northern,Petnjica,0,0,0,0
2020-06-24,Northern,Plav,7,0,0,0
2020-06-24,Northern,Pluzine,0,0,0,0
2020-06-24,Northern,Rozaje,26,0,0,0
2020-06-24,Northern,Savnik,0,0,0,0
2020-06-24,Northern,Zabljak,0,0,0,0
2020-06-24,Northern,Pljevlja,0,0,0,0
2020-06-25,Central,Podgorica,193,1,0,0
2020-06-25,Central,Cetinje,3,0,0,0
2020-06-25,Central,Danilovgrad,4,0,0,0
2020-06-25,Central,Niksic,34,0,0,0
2020-06-25,Central,Tuzi,37,0,0,0
2020-06-25,Costal,Bar,28,0,0,0
2020-06-25,Costal,Budva,12,0,0,0
2020-06-25,Costal,Herceg Novi,6,0,0,0
2020-06-25,Costal,Kotor,0,0,0,0
2020-06-25,Costal,Tivat,3,0,0,0
2020-06-25,Costal,Ulcinj,26,0,0,0
2020-06-25,Northern,Andrijevica,7,0,0,0
2020-06-25,Northern,Berane,4,0,0,0
2020-06-25,Northern,Bijelo Polje,8,0,0,0
2020-06-25,Northern,Gusinje,3,0,0,0
2020-06-25,Northern,Kolasin,0,0,0,0
2020-06-25,Northern,Mojkovac,0,0,0,0
2020-06-25,Northern,Petnjica,0,0,0,0
2020-06-25,Northern,Plav,7,0,0,0
2020-06-25,Northern,Pluzine,0,0,0,0
2020-06-25,Northern,Rozaje,26,0,0,0
2020-06-25,Northern,Savnik,0,0,0,0
2020-06-25,Northern,Zabljak,0,0,0,0
2020-06-25,Northern,Pljevlja,0,0,0,0
2020-06-26,Central,Podgorica,196,1,3,0
2020-06-26,Central,Cetinje,6,0,3,0
2020-06-26,Central,Danilovgrad,6,0,2,0
2020-06-26,Central,Niksic,35,0,1,0
2020-06-26,Central,Tuzi,39,0,2,0
2020-06-26,Costal,Bar,30,0,2,0
2020-06-26,Costal,Budva,23,0,11,0
2020-06-26,Costal,Herceg Novi,8,0,2,0
2020-06-26,Costal,Kotor,1,0,1,0
2020-06-26,Costal,Tivat,3,0,0,0
2020-06-26,Costal,Ulcinj,27,0,1,0
2020-06-26,Northern,Andrijevica,7,0,0,0
2020-06-26,Northern,Berane,13,0,9,0
2020-06-26,Northern,Bijelo Polje,20,0,12,0
2020-06-26,Northern,Gusinje,4,0,1,0
2020-06-26,Northern,Kolasin,0,0,0,0
2020-06-26,Northern,Mojkovac,0,0,0,0
2020-06-26,Northern,Petnjica,0,0,0,0
2020-06-26,Northern,Plav,7,0,0,0
2020-06-26,Northern,Pluzine,0,0,0,0
2020-06-26,Northern,Rozaje,65,0,39,0
2020-06-26,Northern,Savnik,0,0,0,0
2020-06-26,Northern,Zabljak,0,0,0,0
2020-06-26,Northern,Pljevlja,0,0,2,0
2020-06-27,Central,Podgorica,199,1,3,0
2020-06-27,Central,Cetinje,8,0,2,0
2020-06-27,Central,Danilovgrad,6,0,0,0
2020-06-27,Central,Niksic,35,0,0,0
2020-06-27,Central,Tuzi,39,0,0,0
2020-06-27,Costal,Bar,31,0,1,0
2020-06-27,Costal,Budva,25,0,2,0
2020-06-27,Costal,Herceg Novi,8,0,0,0
2020-06-27,Costal,Kotor,1,0,0,0
2020-06-27,Costal,Tivat,3,0,0,0
2020-06-27,Costal,Ulcinj,27,0,0,0
2020-06-27,Northern,Andrijevica,7,0,0,0
2020-06-27,Northern,Berane,13,0,0,0
2020-06-27,Northern,Bijelo Polje,20,0,0,0
2020-06-27,Northern,Gusinje,4,0,0,0
2020-06-27,Northern,Kolasin,0,0,0,0
2020-06-27,Northern,Mojkovac,0,0,0,0
2020-06-27,Northern,Petnjica,0,0,0,0
2020-06-27,Northern,Plav,7,0,0,0
2020-06-27,Northern,Pluzine,0,0,0,0
2020-06-27,Northern,Rozaje,69,0,4,0
2020-06-27,Northern,Savnik,0,0,0,0
2020-06-27,Northern,Zabljak,0,0,0,0
2020-06-27,Northern,Pljevlja,0,0,0,0
2020-06-28,Central,Podgorica,199,1,0,0
2020-06-28,Central,Cetinje,8,0,0,0
2020-06-28,Central,Danilovgrad,6,0,0,0
2020-06-28,Central,Niksic,35,0,0,0
2020-06-28,Central,Tuzi,39,0,0,0
2020-06-28,Costal,Bar,31,0,0,0
2020-06-28,Costal,Budva,25,0,0,0
2020-06-28,Costal,Herceg Novi,8,0,0,0
2020-06-28,Costal,Kotor,1,0,0,0
2020-06-28,Costal,Tivat,3,0,0,0
2020-06-28,Costal,Ulcinj,27,0,0,0
2020-06-28,Northern,Andrijevica,7,0,0,0
2020-06-28,Northern,Berane,13,0,0,0
2020-06-28,Northern,Bijelo Polje,20,0,0,0
2020-06-28,Northern,Gusinje,4,0,0,0
2020-06-28,Northern,Kolasin,0,0,0,0
2020-06-28,Northern,Mojkovac,0,0,0,0
2020-06-28,Northern,Petnjica,0,0,0,0
2020-06-28,Northern,Plav,7,0,0,0
2020-06-28,Northern,Pluzine,0,0,0,0
2020-06-28,Northern,Rozaje,73,0,4,0
2020-06-28,Northern,Savnik,0,0,0,0
2020-06-28,Northern,Zabljak,0,0,0,0
2020-06-28,Northern,Pljevlja,0,0,0,0
2020-06-29,Central,Podgorica,199,1,0,0
2020-06-29,Central,Cetinje,8,0,0,0
2020-06-29,Central,Danilovgrad,6,0,0,0
2020-06-29,Central,Niksic,35,0,0,0
2020-06-29,Central,Tuzi,39,0,0,0
2020-06-29,Costal,Bar,31,0,0,0
2020-06-29,Costal,Budva,25,0,0,0
2020-06-29,Costal,Herceg Novi,8,0,0,0
2020-06-29,Costal,Kotor,1,0,0,0
2020-06-29,Costal,Tivat,3,0,0,0
2020-06-29,Costal,Ulcinj,27,0,0,0
2020-06-29,Northern,Andrijevica,7,0,0,0
2020-06-29,Northern,Berane,13,0,0,0
2020-06-29,Northern,Bijelo Polje,20,0,0,0
2020-06-29,Northern,Gusinje,4,0,0,0
2020-06-29,Northern,Kolasin,0,0,0,0
2020-06-29,Northern,Mojkovac,0,0,0,0
2020-06-29,Northern,Petnjica,0,0,0,0
2020-06-29,Northern,Plav,7,0,0,0
2020-06-29,Northern,Pluzine,0,0,0,0
2020-06-29,Northern,Rozaje,73,0,0,0
2020-06-29,Northern,Savnik,0,0,0,0
2020-06-29,Northern,Zabljak,0,0,0,0
2020-06-29,Northern,Pljevlja,0,0,0,0
2020-06-30,Central,Podgorica,199,1,0,0
2020-06-30,Central,Cetinje,8,0,0,0
2020-06-30,Central,Danilovgrad,6,0,0,0
2020-06-30,Central,Niksic,35,0,0,0
2020-06-30,Central,Tuzi,39,0,0,0
2020-06-30,Costal,Bar,31,0,0,0
2020-06-30,Costal,Budva,25,0,0,0
2020-06-30,Costal,Herceg Novi,8,0,0,0
2020-06-30,Costal,Kotor,1,0,0,0
2020-06-30,Costal,Tivat,3,0,0,0
2020-06-30,Costal,Ulcinj,27,0,0,0
2020-06-30,Northern,Andrijevica,7,0,0,0
2020-06-30,Northern,Berane,13,0,0,0
2020-06-30,Northern,Bijelo Polje,20,0,0,0
2020-06-30,Northern,Gusinje,4,0,0,0
2020-06-30,Northern,Kolasin,0,0,0,0
2020-06-30,Northern,Mojkovac,0,0,0,0
2020-06-30,Northern,Petnjica,0,0,0,0
2020-06-30,Northern,Plav,7,0,0,0
2020-06-30,Northern,Pluzine,0,0,0,0
2020-06-30,Northern,Rozaje,73,0,0,0
2020-06-30,Northern,Savnik,0,0,0,0
2020-06-30,Northern,Zabljak,0,0,0,0
2020-06-30,Northern,Pljevlja,0,0,0,0
2020-07-01,Central,Podgorica,199,1,0,0
2020-07-01,Central,Cetinje,8,0,0,0
2020-07-01,Central,Danilovgrad,6,0,0,0
2020-07-01,Central,Niksic,35,0,0,0
2020-07-01,Central,Tuzi,39,0,0,0
2020-07-01,Costal,Bar,31,0,0,0
2020-07-01,Costal,Budva,25,0,0,0
2020-07-01,Costal,Herceg Novi,8,0,0,0
2020-07-01,Costal,Kotor,1,0,0,0
2020-07-01,Costal,Tivat,3,0,0,0
2020-07-01,Costal,Ulcinj,27,0,0,0
2020-07-01,Northern,Andrijevica,7,0,0,0
2020-07-01,Northern,Berane,13,0,0,0
2020-07-01,Northern,Bijelo Polje,20,0,0,0
2020-07-01,Northern,Gusinje,4,0,0,0
2020-07-01,Northern,Kolasin,0,0,0,0
2020-07-01,Northern,Mojkovac,0,0,0,0
2020-07-01,Northern,Petnjica,0,0,0,0
2020-07-01,Northern,Plav,7,0,0,0
2020-07-01,Northern,Pluzine,0,0,0,0
2020-07-01,Northern,Rozaje,73,0,0,0
2020-07-01,Northern,Savnik,0,0,0,0
2020-07-01,Northern,Zabljak,0,0,0,0
2020-07-01,Northern,Pljevlja,0,0,0,0
2020-07-02,Central,Podgorica,199,1,0,0
2020-07-02,Central,Cetinje,8,0,0,0
2020-07-02,Central,Danilovgrad,6,0,0,0
2020-07-02,Central,Niksic,35,0,0,0
2020-07-02,Central,Tuzi,39,0,0,0
2020-07-02,Costal,Bar,31,0,0,0
2020-07-02,Costal,Budva,25,0,0,0
2020-07-02,Costal,Herceg Novi,8,0,0,0
2020-07-02,Costal,Kotor,1,0,0,0
2020-07-02,Costal,Tivat,3,0,0,0
2020-07-02,Costal,Ulcinj,27,0,0,0
2020-07-02,Northern,Andrijevica,7,0,0,0
2020-07-02,Northern,Berane,13,0,0,0
2020-07-02,Northern,Bijelo Polje,20,0,0,0
2020-07-02,Northern,Gusinje,4,0,0,0
2020-07-02,Northern,Kolasin,0,0,0,0
2020-07-02,Northern,Mojkovac,0,0,0,0
2020-07-02,Northern,Petnjica,0,0,0,0
2020-07-02,Northern,Plav,7,0,0,0
2020-07-02,Northern,Pluzine,0,0,0,0
2020-07-02,Northern,Rozaje,73,0,0,0
2020-07-02,Northern,Savnik,0,0,0,0
2020-07-02,Northern,Zabljak,0,0,0,0
2020-07-02,Northern,Pljevlja,0,0,0,0
2020-07-03,Central,Podgorica,199,1,0,0
2020-07-03,Central,Cetinje,8,0,0,0
2020-07-03,Central,Danilovgrad,6,0,0,0
2020-07-03,Central,Niksic,35,0,0,0
2020-07-03,Central,Tuzi,39,0,0,0
2020-07-03,Costal,Bar,31,0,0,0
2020-07-03,Costal,Budva,25,0,0,0
2020-07-03,Costal,Herceg Novi,8,0,0,0
2020-07-03,Costal,Kotor,1,0,0,0
2020-07-03,Costal,Tivat,3,0,0,0
2020-07-03,Costal,Ulcinj,27,0,0,0
2020-07-03,Northern,Andrijevica,7,0,0,0
2020-07-03,Northern,Berane,13,0,0,0
2020-07-03,Northern,Bijelo Polje,20,0,0,0
2020-07-03,Northern,Gusinje,4,0,0,0
2020-07-03,Northern,Kolasin,0,0,0,0
2020-07-03,Northern,Mojkovac,0,0,0,0
2020-07-03,Northern,Petnjica,0,0,0,0
2020-07-03,Northern,Plav,7,0,0,0
2020-07-03,Northern,Pluzine,0,0,0,0
2020-07-03,Northern,Rozaje,73,0,0,0
2020-07-03,Northern,Savnik,0,0,0,0
2020-07-03,Northern,Zabljak,0,0,0,0
2020-07-03,Northern,Pljevlja,0,0,0,0
2020-07-04,Central,Podgorica,199,1,0,0
2020-07-04,Central,Cetinje,8,0,0,0
2020-07-04,Central,Danilovgrad,6,0,0,0
2020-07-04,Central,Niksic,35,0,0,0
2020-07-04,Central,Tuzi,39,0,0,0
2020-07-04,Costal,Bar,31,0,0,0
2020-07-04,Costal,Budva,25,0,0,0
2020-07-04,Costal,Herceg Novi,8,0,0,0
2020-07-04,Costal,Kotor,1,0,0,0
2020-07-04,Costal,Tivat,3,0,0,0
2020-07-04,Costal,Ulcinj,27,0,0,0
2020-07-04,Northern,Andrijevica,7,0,0,0
2020-07-04,Northern,Berane,13,0,0,0
2020-07-04,Northern,Bijelo Polje,20,0,0,0
2020-07-04,Northern,Gusinje,4,0,0,0
2020-07-04,Northern,Kolasin,0,0,0,0
2020-07-04,Northern,Mojkovac,0,0,0,0
2020-07-04,Northern,Petnjica,0,0,0,0
2020-07-04,Northern,Plav,7,0,0,0
2020-07-04,Northern,Pluzine,0,0,0,0
2020-07-04,Northern,Rozaje,73,0,0,0
2020-07-04,Northern,Savnik,0,0,0,0
2020-07-04,Northern,Zabljak,0,0,0,0
2020-07-04,Northern,Pljevlja,0,0,0,0
2020-07-05,Central,Podgorica,199,1,0,0
2020-07-05,Central,Cetinje,8,0,0,0
2020-07-05,Central,Danilovgrad,6,0,0,0
2020-07-05,Central,Niksic,35,0,0,0
2020-07-05,Central,Tuzi,39,0,0,0
2020-07-05,Costal,Bar,31,0,0,0
2020-07-05,Costal,Budva,25,0,0,0
2020-07-05,Costal,Herceg Novi,8,0,0,0
2020-07-05,Costal,Kotor,1,0,0,0
2020-07-05,Costal,Tivat,3,0,0,0
2020-07-05,Costal,Ulcinj,27,0,0,0
2020-07-05,Northern,Andrijevica,7,0,0,0
2020-07-05,Northern,Berane,13,0,0,0
2020-07-05,Northern,Bijelo Polje,20,0,0,0
2020-07-05,Northern,Gusinje,4,0,0,0
2020-07-05,Northern,Kolasin,0,0,0,0
2020-07-05,Northern,Mojkovac,0,0,0,0
2020-07-05,Northern,Petnjica,0,0,0,0
2020-07-05,Northern,Plav,7,0,0,0
2020-07-05,Northern,Pluzine,0,0,0,0
2020-07-05,Northern,Rozaje,73,0,0,0
2020-07-05,Northern,Savnik,0,0,0,0
2020-07-05,Northern,Zabljak,0,0,0,0
2020-07-05,Northern,Pljevlja,0,0,0,0
2020-07-06,Central,Podgorica,199,1,0,0
2020-07-06,Central,Cetinje,8,0,0,0
2020-07-06,Central,Danilovgrad,6,0,0,0
2020-07-06,Central,Niksic,35,0,0,0
2020-07-06,Central,Tuzi,39,0,0,0
2020-07-06,Costal,Bar,31,0,0,0
2020-07-06,Costal,Budva,25,0,0,0
2020-07-06,Costal,Herceg Novi,8,0,0,0
2020-07-06,Costal,Kotor,1,0,0,0
2020-07-06,Costal,Tivat,3,0,0,0
